bigtech_name,language,creation_at
microsoft,Go,10-08-2022
microsoft,Go,02-07-2025
microsoft,TypeScript,09-05-2024
microsoft,TypeScript,10-08-2022
microsoft,JavaScript,28-02-2025
microsoft,TypeScript,10-08-2022
microsoft,TypeScript,29-11-2024
microsoft,TypeScript,25-07-2024
microsoft,TypeScript,07-03-2023
microsoft,TypeScript,09-07-2025
microsoft,TypeScript,23-12-2024
microsoft,TypeScript,26-03-2025
microsoft,TypeScript,22-11-2022
microsoft,TypeScript,18-02-2025
microsoft,TypeScript,20-03-2023
microsoft,TypeScript,22-04-2024
microsoft,JavaScript,19-06-2024
microsoft,C++,26-06-2025
microsoft,Python,10-07-2025
microsoft,Go,18-04-2024
microsoft,C++,29-06-2025
microsoft,Python,11-07-2025
microsoft,Jupyter Notebook,27-02-2025
microsoft,C++,07-07-2025
microsoft,PowerShell,11-07-2025
microsoft,C++,11-07-2025
microsoft,PowerShell,04-04-2025
microsoft,C#,08-07-2025
microsoft,Shell,04-04-2025
microsoft,SCSS,25-06-2025
microsoft,TypeScript,06-03-2025
microsoft,Jupyter Notebook,11-07-2025
microsoft,C#,10-07-2025
microsoft,Python,03-07-2025
microsoft,Python,08-05-2025
microsoft,Python,06-07-2025
microsoft,Jupyter Notebook,04-04-2025
microsoft,Python,25-06-2025
microsoft,Python,30-06-2025
microsoft,Python,28-04-2025
microsoft,Dockerfile,21-08-2024
microsoft,C#,22-07-2024
microsoft,C#,02-06-2025
microsoft,C#,30-06-2025
microsoft,Python,20-06-2025
microsoft,Python,17-04-2025
microsoft,MATLAB,18-05-2025
microsoft,Python,04-04-2025
microsoft,C#,17-10-2024
microsoft,SCSS,19-06-2025
microsoft,Jupyter Notebook,19-04-2023
microsoft,PowerShell,04-06-2025
microsoft,C#,11-07-2025
microsoft,Rust,10-06-2025
microsoft,Rust,19-06-2025
microsoft,PowerShell,11-07-2025
microsoft,C#,24-06-2025
microsoft,C#,13-05-2025
microsoft,C#,01-09-2024
microsoft,Jupyter Notebook,04-04-2025
microsoft,Python,21-12-2023
microsoft,Shell,15-06-2022
microsoft,Python,11-07-2025
microsoft,Jupyter Notebook,28-06-2025
microsoft,Rust,26-03-2025
microsoft,C#,04-04-2025
microsoft,C#,23-05-2024
microsoft,Jupyter Notebook,17-06-2025
microsoft,Python,18-02-2025
microsoft,Python,31-05-2023
microsoft,PowerShell,04-04-2025
microsoft,Jupyter Notebook,09-05-2023
microsoft,TypeScript,20-06-2024
microsoft,Python,11-07-2025
microsoft,Jupyter Notebook,09-07-2025
microsoft,C#,11-07-2025
microsoft,Python,09-06-2025
microsoft,C++,29-04-2025
microsoft,Jupyter Notebook,08-07-2025
microsoft,Python,16-06-2025
microsoft,Python,26-06-2025
microsoft,Python,23-06-2025
microsoft,Rust,10-07-2025
microsoft,HTML,23-05-2025
microsoft,TypeScript,09-07-2025
microsoft,TypeScript,03-07-2025
microsoft,C#,03-06-2025
microsoft,Jupyter Notebook,13-06-2024
microsoft,Jupyter Notebook,06-12-2023
microsoft,Jupyter Notebook,05-10-2024
microsoft,Jupyter Notebook,09-07-2025
microsoft,Jupyter Notebook,29-05-2025
microsoft,Python,16-02-2025
microsoft,Jupyter Notebook,09-02-2024
microsoft,JavaScript,05-10-2021
microsoft,TypeScript,04-12-2024
microsoft,JavaScript,15-05-2025
microsoft,PowerShell,10-06-2025
microsoft,C#,05-07-2025
microsoft,TypeScript,04-04-2025
microsoft,JavaScript,04-03-2025
microsoft,Python,27-06-2025
microsoft,Go,10-07-2025
microsoft,TypeScript,16-03-2025
microsoft,TypeScript,07-02-2024
microsoft,TypeScript,04-04-2025
microsoft,PowerShell,09-07-2025
microsoft,HTML,27-01-2023
microsoft,PowerShell,02-04-2024
microsoft,Jupyter Notebook,04-04-2025
microsoft,Python,09-04-2025
microsoft,Jupyter Notebook,28-05-2025
microsoft,C#,22-04-2025
microsoft,Jupyter Notebook,10-07-2025
microsoft,Java,27-01-2023
microsoft,HTML,25-06-2025
microsoft,PowerShell,08-06-2025
microsoft,Go,28-11-2022
microsoft,C#,02-06-2025
microsoft,TypeScript,11-04-2025
microsoft,TypeScript,27-05-2025
microsoft,TypeScript,10-04-2025
microsoft,Java,06-06-2023
microsoft,Python,22-07-2024
microsoft,Python,22-07-2024
microsoft,Shell,28-01-2023
microsoft,Bicep,06-07-2025
microsoft,Ruby,28-01-2023
microsoft,Java,06-01-2024
microsoft,TypeScript,04-04-2025
microsoft,Scala,25-06-2025
microsoft,Python,18-07-2024
microsoft,C++,23-06-2025
microsoft,PowerShell,19-07-2024
microsoft,C#,22-06-2023
microsoft,HTML,16-03-2023
microsoft,Python,28-01-2025
microsoft,Python,09-01-2024
microsoft,JavaScript,08-07-2025
microsoft,C#,09-07-2025
microsoft,TypeScript,29-04-2025
microsoft,JavaScript,22-07-2024
microsoft,TypeScript,01-07-2025
microsoft,TypeScript,08-07-2025
microsoft,TypeScript,02-05-2025
microsoft,TypeScript,08-07-2025
microsoft,TypeScript,08-07-2025
microsoft,TypeScript,08-07-2025
microsoft,TypeScript,17-06-2025
microsoft,Go,25-06-2025
microsoft,Java,11-07-2025
microsoft,TypeScript,11-07-2025
microsoft,TypeScript,09-07-2025
microsoft,Python,11-07-2025
microsoft,Python,27-06-2025
microsoft,Rust,23-06-2025
microsoft,TypeScript,04-04-2025
microsoft,PowerShell,19-06-2025
microsoft,C#,29-07-2024
microsoft,Java,31-05-2024
microsoft,Python,30-01-2025
microsoft,Java,08-06-2025
microsoft,HCL,16-11-2023
microsoft,C#,01-07-2025
microsoft,Bicep,22-06-2025
microsoft,C++,02-01-2025
microsoft,Python,16-11-2024
microsoft,Java,22-07-2024
microsoft,JavaScript,16-11-2023
microsoft,Go,29-03-2024
microsoft,C,11-07-2025
microsoft,C++,10-07-2025
microsoft,PowerShell,30-05-2025
microsoft,Scala,04-07-2025
microsoft,Java,04-07-2025
microsoft,C#,28-01-2023
microsoft,JavaScript,27-08-2024
microsoft,C#,20-06-2025
microsoft,HCL,19-03-2023
microsoft,PowerShell,05-04-2024
microsoft,C++,13-10-2024
microsoft,Shell,13-10-2024
microsoft,C#,10-07-2025
microsoft,Ruby,12-03-2025
microsoft,Ruby,13-06-2025
microsoft,TypeScript,16-12-2024
microsoft,C#,25-06-2025
microsoft,TypeScript,29-05-2024
microsoft,C#,15-02-2024
microsoft,PowerShell,11-07-2025
microsoft,TypeScript,30-06-2025
microsoft,C#,13-03-2025
microsoft,TypeScript,25-06-2025
microsoft,TypeScript,11-07-2025
microsoft,TypeScript,26-11-2024
microsoft,TypeScript,09-07-2025
microsoft,TypeScript,25-06-2025
microsoft,TypeScript,09-07-2025
microsoft,Python,16-11-2023
microsoft,Python,24-05-2025
microsoft,Python,30-06-2025
microsoft,Python,28-06-2025
microsoft,Bicep,11-07-2025
microsoft,TypeScript,02-01-2025
microsoft,TypeScript,25-06-2025
microsoft,TypeScript,22-07-2024
microsoft,PowerShell,09-07-2025
microsoft,Go,14-01-2024
microsoft,Bicep,08-05-2025
microsoft,PowerShell,05-04-2024
microsoft,Java,04-10-2023
microsoft,Java,19-07-2024
microsoft,Jupyter Notebook,04-07-2025
microsoft,Java,16-11-2023
microsoft,Java,01-07-2025
microsoft,Java,27-01-2023
microsoft,C#,27-06-2025
microsoft,C#,31-03-2025
microsoft,TSQL,25-06-2025
microsoft,JavaScript,09-04-2025
microsoft,Python,27-06-2025
microsoft,PowerShell,04-04-2025
microsoft,Jupyter Notebook,26-12-2024
microsoft,Jupyter Notebook,26-03-2025
microsoft,TypeScript,09-05-2025
microsoft,Jupyter Notebook,29-09-2024
microsoft,Jupyter Notebook,08-08-2024
microsoft,Python,30-12-2024
microsoft,C++,31-03-2025
microsoft,Java,27-01-2023
microsoft,Java,07-07-2025
microsoft,Go,25-06-2025
microsoft,C#,10-01-2025
microsoft,JavaScript,16-11-2023
microsoft,PowerShell,01-09-2024
microsoft,PowerShell,25-06-2025
microsoft,PowerShell,28-06-2025
microsoft,Jupyter Notebook,06-04-2025
microsoft,C#,25-12-2024
microsoft,C#,04-04-2025
microsoft,PowerShell,25-06-2025
microsoft,JavaScript,25-06-2025
microsoft,C#,25-06-2025
microsoft,TypeScript,09-07-2025
microsoft,Julia,25-05-2025
microsoft,Python,10-07-2025
microsoft,Jupyter Notebook,10-07-2025
microsoft,TypeScript,11-07-2025
microsoft,TypeScript,04-04-2025
microsoft,TypeScript,04-04-2025
microsoft,TypeScript,25-06-2025
microsoft,Jupyter Notebook,10-08-2022
microsoft,Python,11-07-2025
microsoft,TypeScript,25-06-2025
microsoft,HTML,10-07-2025
microsoft,PowerShell,18-12-2024
microsoft,CSS,08-07-2025
microsoft,PowerShell,25-06-2025
microsoft,Python,10-01-2023
microsoft,HTML,21-08-2023
microsoft,C#,25-06-2025
microsoft,C#,25-06-2025
microsoft,C#,25-06-2025
microsoft,C,11-06-2025
microsoft,RPM Spec,11-07-2025
microsoft,Shell,28-06-2025
microsoft,Go,23-04-2025
microsoft,TypeScript,10-06-2025
microsoft,Jupyter Notebook,25-06-2025
microsoft,Jupyter Notebook,27-07-2024
microsoft,Python,10-06-2025
microsoft,Jupyter Notebook,04-04-2025
microsoft,Ruby,10-07-2025
microsoft,R,16-06-2025
microsoft,HCL,10-04-2025
microsoft,TypeScript,01-07-2025
microsoft,Python,25-06-2025
microsoft,PowerShell,09-07-2025
microsoft,C#,25-06-2025
microsoft,Jupyter Notebook,12-06-2023
microsoft,Bicep,30-06-2025
microsoft,HCL,04-03-2025
microsoft,C#,02-05-2025
microsoft,PowerShell,13-06-2024
microsoft,Python,19-06-2024
microsoft,TypeScript,25-06-2025
microsoft,R,25-06-2025
microsoft,TSQL,03-07-2025
microsoft,PowerShell,06-03-2025
microsoft,PowerShell,20-02-2025
microsoft,PowerShell,04-04-2025
microsoft,HTML,30-01-2023
microsoft,PowerShell,30-10-2023
microsoft,PowerShell,25-06-2025
microsoft,Vue,04-07-2025
microsoft,Python,08-07-2025
microsoft,JavaScript,25-06-2025
microsoft,HTML,10-07-2025
microsoft,CSS,22-10-2023
microsoft,C++,25-06-2025
microsoft,PHP,16-04-2025
microsoft,TSQL,10-07-2025
microsoft,C#,11-07-2025
microsoft,JavaScript,18-06-2025
microsoft,JavaScript,07-01-2025
microsoft,JavaScript,13-06-2023
microsoft,JavaScript,12-06-2023
microsoft,TypeScript,10-06-2025
microsoft,HTML,08-02-2025
microsoft,C#,06-04-2025
microsoft,Python,09-09-2024
microsoft,Python,11-08-2024
microsoft,Jupyter Notebook,19-05-2025
microsoft,TypeScript,02-05-2025
microsoft,PowerShell,02-07-2025
microsoft,Shell,09-07-2025
microsoft,C,11-07-2025
microsoft,Python,06-07-2025
microsoft,Python,04-04-2025
microsoft,Jupyter Notebook,07-05-2025
microsoft,Python,22-12-2024
microsoft,TypeScript,04-04-2025
microsoft,AL,04-04-2025
microsoft,TypeScript,30-06-2025
microsoft,AL,11-07-2025
microsoft,AL,06-06-2025
microsoft,AL,06-06-2025
microsoft,AL,20-05-2025
microsoft,AL,02-05-2025
microsoft,AL,02-05-2025
microsoft,AL,02-05-2025
microsoft,PowerShell,04-07-2025
microsoft,Python,10-11-2024
microsoft,TypeScript,09-07-2025
microsoft,Java,10-03-2025
microsoft,HCL,12-02-2025
microsoft,TypeScript,10-01-2025
microsoft,Shell,16-11-2023
microsoft,CSS,06-07-2025
microsoft,JavaScript,09-07-2025
microsoft,Solidity,17-05-2025
microsoft,Rust,05-07-2025
microsoft,Python,04-04-2025
microsoft,Python,11-07-2025
microsoft,Python,22-04-2025
microsoft,Python,14-04-2024
microsoft,Python,16-01-2025
microsoft,C#,26-09-2024
microsoft,JavaScript,06-05-2025
microsoft,JavaScript,19-07-2024
microsoft,C#,19-07-2024
microsoft,JavaScript,13-01-2025
microsoft,CSS,19-07-2024
microsoft,JavaScript,13-06-2024
microsoft,CSS,19-07-2024
microsoft,JavaScript,19-07-2024
microsoft,Python,05-05-2025
microsoft,Python,16-11-2024
microsoft,C#,16-11-2023
microsoft,Java,27-01-2023
microsoft,C#,16-11-2023
microsoft,Python,16-11-2023
microsoft,C#,26-05-2025
microsoft,TypeScript,24-05-2024
microsoft,Java,10-09-2024
microsoft,C#,26-02-2025
microsoft,Python,07-05-2025
microsoft,PHP,09-12-2024
microsoft,JavaScript,10-05-2025
microsoft,Java,30-05-2024
microsoft,C#,14-03-2025
microsoft,C#,14-03-2025
microsoft,SCSS,07-05-2025
microsoft,C#,04-07-2025
microsoft,PowerShell,04-04-2025
microsoft,Python,11-07-2025
microsoft,Python,11-07-2025
microsoft,Jupyter Notebook,11-07-2025
microsoft,Jupyter Notebook,11-07-2025
microsoft,C,11-06-2025
microsoft,C#,30-01-2024
microsoft,Python,06-03-2025
microsoft,Python,11-07-2025
microsoft,Jupyter Notebook,17-06-2025
microsoft,Python,04-07-2025
microsoft,Python,11-07-2025
microsoft,Python,11-07-2025
microsoft,C#,24-06-2025
microsoft,PowerShell,26-03-2025
microsoft,C++,11-08-2024
microsoft,C++,09-07-2025
microsoft,Jupyter Notebook,30-09-2024
microsoft,TypeScript,08-05-2025
microsoft,C#,08-07-2025
microsoft,Jupyter Notebook,08-07-2025
microsoft,TypeScript,17-04-2025
microsoft,Python,06-07-2025
microsoft,C++,05-07-2025
microsoft,C#,28-01-2023
microsoft,C#,13-04-2023
microsoft,Python,07-02-2024
microsoft,Python,07-02-2024
microsoft,MATLAB,12-10-2024
microsoft,Python,07-02-2024
microsoft,Python,07-02-2024
microsoft,Jupyter Notebook,19-12-2024
microsoft,Jupyter Notebook,13-12-2024
microsoft,Python,10-02-2024
microsoft,Python,08-02-2024
microsoft,Python,01-11-2024
microsoft,TypeScript,08-02-2024
microsoft,HTML,08-02-2024
microsoft,TypeScript,08-02-2024
microsoft,C#,04-04-2025
microsoft,Python,23-02-2024
microsoft,TypeScript,26-06-2025
microsoft,C#,25-06-2025
microsoft,C#,09-07-2025
microsoft,C#,15-12-2024
microsoft,C#,08-07-2025
microsoft,Java,23-06-2025
microsoft,TypeScript,08-07-2025
microsoft,Python,11-07-2025
microsoft,C#,08-07-2025
microsoft,HTML,10-07-2025
microsoft,JavaScript,01-07-2025
microsoft,TypeScript,22-07-2024
microsoft,C#,20-12-2024
microsoft,C#,23-06-2025
microsoft,TypeScript,04-04-2025
microsoft,C#,04-04-2025
microsoft,TypeScript,09-07-2025
microsoft,C#,03-04-2025
microsoft,TypeScript,18-04-2025
microsoft,TypeScript,09-07-2025
microsoft,C#,14-08-2024
microsoft,CoffeeScript,23-01-2025
microsoft,JavaScript,11-07-2025
microsoft,TypeScript,01-07-2025
microsoft,HTML,10-07-2025
microsoft,TypeScript,10-07-2025
microsoft,TypeScript,31-01-2023
microsoft,C#,11-07-2025
microsoft,JavaScript,29-05-2025
microsoft,C++,30-12-2024
microsoft,C++,09-07-2025
microsoft,Python,08-07-2025
microsoft,Python,10-08-2022
microsoft,Python,11-07-2025
microsoft,C#,29-04-2025
microsoft,TypeScript,06-06-2024
microsoft,TypeScript,20-08-2024
microsoft,TypeScript,22-07-2024
microsoft,C#,10-03-2025
microsoft,PowerShell,27-12-2024
microsoft,PowerShell,22-05-2025
microsoft,Shell,24-04-2025
microsoft,Shell,01-09-2022
microsoft,Shell,24-04-2025
microsoft,Shell,17-06-2025
microsoft,Shell,24-04-2025
microsoft,PowerShell,04-04-2025
microsoft,Shell,01-09-2024
microsoft,Shell,15-12-2023
microsoft,Shell,17-06-2025
microsoft,Java,07-07-2025
microsoft,Python,11-07-2025
microsoft,TypeScript,11-07-2025
microsoft,TypeScript,19-07-2024
microsoft,Jupyter Notebook,10-08-2022
microsoft,JavaScript,25-06-2025
microsoft,HTML,13-06-2025
microsoft,Jupyter Notebook,10-07-2025
microsoft,Python,10-07-2025
microsoft,Jupyter Notebook,16-06-2025
microsoft,Jupyter Notebook,20-06-2025
microsoft,PowerShell,20-05-2025
microsoft,C#,13-05-2025
microsoft,Python,03-07-2025
microsoft,C#,30-10-2024
microsoft,C#,09-07-2025
microsoft,Go,12-06-2023
microsoft,HTML,25-08-2023
microsoft,C#,07-07-2025
microsoft,C,11-08-2024
microsoft,Python,01-07-2025
microsoft,TypeScript,10-04-2025
microsoft,C#,12-12-2023
microsoft,Jupyter Notebook,23-04-2025
microsoft,Jupyter Notebook,09-07-2025
microsoft,C#,27-03-2024
microsoft,Python,14-05-2024
microsoft,C++,28-05-2025
microsoft,Python,10-01-2025
microsoft,C#,10-10-2024
microsoft,Perl,15-02-2025
microsoft,C++,11-07-2025
microsoft,C++,14-06-2025
microsoft,Python,11-07-2025
microsoft,C#,10-06-2025
microsoft,Python,11-07-2025
microsoft,TypeScript,06-03-2025
microsoft,C#,10-03-2025
microsoft,C#,13-05-2025
microsoft,Jupyter Notebook,08-07-2024
microsoft,HTML,20-07-2024
microsoft,Rust,18-01-2025
microsoft,Java,09-02-2024
microsoft,Python,10-08-2022
microsoft,Python,11-07-2025
microsoft,C#,22-05-2025
microsoft,Python,31-10-2024
microsoft,Java,04-04-2025
microsoft,Java,25-04-2024
microsoft,Java,04-04-2025
microsoft,Python,04-04-2025
microsoft,Java,14-06-2025
microsoft,Jupyter Notebook,14-10-2024
microsoft,HTML,09-11-2023
microsoft,Python,23-02-2024
microsoft,C,08-07-2025
microsoft,Jupyter Notebook,27-05-2025
microsoft,Bicep,04-04-2025
microsoft,C++,11-07-2025
microsoft,JavaScript,09-04-2025
microsoft,C++,04-04-2025
microsoft,C++,18-06-2025
microsoft,C#,10-05-2025
microsoft,JavaScript,22-04-2024
microsoft,C#,11-07-2025
microsoft,C#,28-11-2024
microsoft,C#,06-12-2022
microsoft,C#,04-05-2025
microsoft,HTML,11-04-2023
microsoft,JavaScript,22-01-2024
microsoft,C#,14-08-2024
microsoft,TypeScript,09-07-2023
microsoft,TypeScript,29-01-2025
microsoft,Jupyter Notebook,31-03-2024
microsoft,C,02-06-2025
microsoft,Python,20-05-2025
microsoft,HTML,13-06-2024
microsoft,C++,04-07-2025
microsoft,Jinja,21-06-2025
microsoft,Python,22-06-2024
microsoft,TypeScript,26-06-2025
microsoft,TypeScript,12-06-2025
microsoft,TypeScript,26-04-2024
microsoft,SCSS,26-04-2024
microsoft,TypeScript,10-08-2022
microsoft,Python,04-04-2025
microsoft,PowerShell,01-09-2024
microsoft,Shell,06-10-2022
microsoft,C,11-08-2024
microsoft,LLVM,06-07-2025
microsoft,C,02-01-2025
microsoft,Python,16-06-2025
microsoft,C,02-01-2025
microsoft,C,15-10-2023
microsoft,SystemVerilog,03-07-2025
microsoft,SystemVerilog,29-05-2025
microsoft,JavaScript,07-12-2024
microsoft,Python,13-06-2025
microsoft,Jupyter Notebook,20-04-2025
microsoft,TypeScript,04-04-2025
microsoft,JavaScript,19-04-2024
microsoft,HTML,17-03-2023
microsoft,C#,31-01-2024
microsoft,Kotlin,24-01-2025
microsoft,C#,22-07-2024
microsoft,JavaScript,03-12-2022
microsoft,TypeScript,16-04-2024
microsoft,C++,11-08-2024
microsoft,C++,11-02-2025
microsoft,Python,11-07-2025
microsoft,TypeScript,11-07-2025
microsoft,Swift,07-07-2025
microsoft,Smarty,13-05-2025
microsoft,TypeScript,15-05-2025
microsoft,TypeScript,08-07-2025
microsoft,TypeScript,16-11-2023
microsoft,Jupyter Notebook,04-06-2025
microsoft,C#,10-07-2025
microsoft,C#,21-01-2024
microsoft,Python,10-07-2025
microsoft,Python,02-07-2025
microsoft,Jupyter Notebook,12-03-2025
microsoft,PowerShell,04-04-2025
microsoft,Go,28-05-2025
microsoft,C#,09-07-2025
microsoft,PowerShell,04-04-2025
microsoft,TypeScript,16-07-2024
microsoft,Rust,04-04-2025
microsoft,CSS,13-06-2024
microsoft,TypeScript,25-04-2025
microsoft,Python,16-11-2023
microsoft,Python,16-11-2023
microsoft,Python,16-11-2023
microsoft,Python,16-11-2023
microsoft,PowerShell,01-07-2025
microsoft,JavaScript,11-07-2025
microsoft,PowerShell,04-04-2025
microsoft,Groovy,10-05-2024
microsoft,TSQL,09-07-2025
microsoft,C++,03-06-2025
microsoft,C++,30-04-2025
microsoft,C#,09-07-2025
microsoft,PowerShell,03-04-2024
microsoft,Go,09-06-2025
microsoft,Java,31-03-2023
microsoft,C,18-06-2025
microsoft,Python,22-02-2025
microsoft,C#,11-07-2025
microsoft,C#,11-07-2025
microsoft,Go,01-01-2025
microsoft,C++,09-07-2025
microsoft,Shell,30-11-2024
microsoft,Python,15-12-2023
microsoft,R,16-11-2023
microsoft,Python,05-04-2024
microsoft,HCL,27-01-2025
microsoft,Python,14-05-2025
microsoft,Ruby,06-08-2024
microsoft,Ruby,06-07-2025
microsoft,C++,10-03-2025
microsoft,Perl,27-01-2023
microsoft,Python,04-03-2025
microsoft,Python,04-04-2025
microsoft,C++,11-08-2024
microsoft,Jupyter Notebook,06-07-2025
microsoft,Vue,21-06-2023
microsoft,TypeScript,22-06-2025
microsoft,TypeScript,06-07-2025
microsoft,JavaScript,05-11-2024
microsoft,PowerShell,25-05-2025
microsoft,C#,19-07-2024
microsoft,Dockerfile,10-07-2025
microsoft,Python,08-07-2025
microsoft,Python,11-07-2025
microsoft,C#,24-06-2025
microsoft,C#,11-07-2025
microsoft,Python,21-06-2025
microsoft,Jupyter Notebook,16-05-2025
microsoft,C#,07-07-2025
microsoft,C#,28-01-2023
microsoft,CodeQL,10-07-2025
microsoft,Python,08-06-2025
microsoft,Python,16-02-2025
microsoft,Jupyter Notebook,25-06-2025
microsoft,Shell,21-05-2025
microsoft,C#,12-05-2025
microsoft,TypeScript,07-07-2025
microsoft,C#,05-05-2025
microsoft,C#,03-07-2025
microsoft,TypeScript,26-06-2025
microsoft,Python,10-07-2025
microsoft,C#,10-07-2025
microsoft,HTML,01-07-2025
microsoft,Python,11-07-2025
microsoft,C#,28-01-2023
microsoft,C#,05-03-2023
microsoft,C#,10-06-2025
microsoft,Java,22-04-2024
microsoft,C#,28-01-2023
microsoft,Jupyter Notebook,22-04-2024
microsoft,C#,28-10-2024
microsoft,C#,28-01-2023
microsoft,C#,28-01-2023
microsoft,Java,08-04-2025
microsoft,C#,28-03-2023
microsoft,C#,12-05-2025
microsoft,Objective-C,11-04-2025
microsoft,Python,05-07-2025
microsoft,C#,15-12-2024
microsoft,C#,10-05-2025
microsoft,Java,12-06-2023
microsoft,JavaScript,08-03-2023
microsoft,Python,11-06-2025
microsoft,C#,10-11-2024
microsoft,C#,13-06-2024
microsoft,C#,19-06-2025
microsoft,C#,23-06-2025
microsoft,C#,16-11-2023
microsoft,Jupyter Notebook,01-09-2022
microsoft,TypeScript,11-04-2025
microsoft,Go,18-06-2025
microsoft,TypeScript,07-07-2025
microsoft,Java,29-05-2025
microsoft,Python,20-09-2024
microsoft,C#,18-05-2023
microsoft,Java,05-10-2023
microsoft,C#,16-11-2023
microsoft,C#,28-01-2023
microsoft,Java,16-09-2024
microsoft,C#,17-12-2024
microsoft,Jupyter Notebook,07-03-2025
microsoft,C#,26-04-2025
microsoft,C#,28-01-2023
microsoft,C#,19-10-2024
microsoft,C#,19-10-2024
microsoft,Go,13-06-2024
microsoft,Roff,09-04-2025
microsoft,Rust,04-07-2025
microsoft,Python,30-06-2025
microsoft,C#,07-07-2025
microsoft,Java,04-04-2025
microsoft,PowerShell,17-04-2025
microsoft,TypeScript,25-04-2025
microsoft,C#,31-10-2024
microsoft,C#,25-04-2025
microsoft,HCL,18-05-2024
microsoft,Jupyter Notebook,10-07-2025
microsoft,C#,18-03-2025
microsoft,TypeScript,31-12-2022
microsoft,C#,10-07-2025
microsoft,PowerShell,31-03-2025
microsoft,Python,11-03-2025
microsoft,Python,26-06-2025
microsoft,Python,27-06-2025
microsoft,C,05-06-2025
microsoft,HTML,15-04-2025
microsoft,PowerShell,03-07-2025
microsoft,PowerShell,10-07-2025
microsoft,C#,10-07-2025
microsoft,C++,09-07-2025
microsoft,TypeScript,11-07-2025
microsoft,PowerShell,01-09-2024
microsoft,Python,17-08-2024
microsoft,C++,11-06-2025
microsoft,PowerShell,20-12-2024
microsoft,Jupyter Notebook,11-07-2025
microsoft,C#,12-06-2025
microsoft,PowerShell,04-07-2025
microsoft,Shell,04-04-2025
microsoft,Python,11-07-2025
microsoft,Shell,09-06-2025
microsoft,Python,27-05-2025
microsoft,Go,29-05-2025
microsoft,Go,26-06-2025
microsoft,Rust,06-03-2024
microsoft,Go,12-06-2023
microsoft,Python,04-04-2025
microsoft,Go,11-07-2025
microsoft,PowerShell,19-03-2025
microsoft,Python,13-05-2024
microsoft,JavaScript,28-01-2023
microsoft,Python,02-04-2025
microsoft,C#,22-07-2024
microsoft,C#,04-04-2025
microsoft,TypeScript,28-06-2025
microsoft,C#,10-05-2024
microsoft,TypeScript,17-03-2025
microsoft,TypeScript,30-06-2025
microsoft,Python,13-06-2024
microsoft,Python,25-06-2025
microsoft,TypeScript,19-04-2025
microsoft,Kotlin,11-07-2025
microsoft,Objective-C,30-06-2025
microsoft,C#,22-07-2024
microsoft,Java,10-10-2023
microsoft,PowerShell,12-06-2025
microsoft,Python,11-07-2025
microsoft,Python,10-07-2025
microsoft,C++,11-08-2024
microsoft,C#,21-06-2025
microsoft,Python,15-11-2024
microsoft,JavaScript,29-05-2025
microsoft,JavaScript,03-03-2025
microsoft,JavaScript,03-07-2025
microsoft,Jupyter Notebook,23-06-2025
microsoft,Kotlin,08-01-2025
microsoft,Jupyter Notebook,10-07-2025
microsoft,Python,11-07-2025
microsoft,TypeScript,14-07-2024
microsoft,TypeScript,16-11-2023
microsoft,Cool,26-02-2025
microsoft,TypeScript,16-11-2023
microsoft,TypeScript,16-11-2023
microsoft,PowerShell,09-05-2025
microsoft,PowerShell,01-09-2024
microsoft,C#,20-04-2025
microsoft,C++,12-11-2024
microsoft,Jinja,22-05-2025
microsoft,JavaScript,27-06-2023
microsoft,Python,09-07-2025
microsoft,Rust,07-07-2025
microsoft,Python,24-05-2025
microsoft,JavaScript,06-07-2025
microsoft,TypeScript,11-07-2025
microsoft,TypeScript,09-07-2025
microsoft,JavaScript,10-06-2025
microsoft,C#,10-07-2025
microsoft,HTML,10-07-2025
microsoft,C#,15-05-2025
microsoft,Go,27-01-2023
microsoft,Objective-C,07-07-2025
microsoft,HTML,19-07-2024
microsoft,JavaScript,27-01-2023
microsoft,JavaScript,27-01-2023
microsoft,JavaScript,27-01-2023
microsoft,JavaScript,27-01-2023
microsoft,C#,05-05-2023
microsoft,JavaScript,29-06-2025
microsoft,HTML,25-06-2025
microsoft,PowerShell,18-06-2025
microsoft,Python,06-11-2023
microsoft,C#,02-06-2025
microsoft,C++,11-08-2024
microsoft,C#,22-07-2024
microsoft,Go,13-06-2024
microsoft,Java,19-12-2024
microsoft,TypeScript,25-01-2025
microsoft,Swift,22-07-2024
microsoft,C#,17-05-2025
microsoft,C#,17-12-2024
microsoft,TypeScript,16-11-2023
microsoft,Go,04-04-2025
microsoft,C#,05-06-2025
microsoft,Python,10-07-2025
microsoft,C#,22-06-2025
microsoft,C#,19-09-2024
microsoft,Python,29-01-2025
microsoft,TypeScript,25-09-2024
microsoft,C#,14-06-2024
microsoft,Python,01-05-2025
microsoft,C#,26-06-2025
microsoft,C#,23-05-2024
microsoft,C#,19-08-2023
microsoft,C++,11-08-2024
microsoft,C++,26-06-2025
microsoft,C++,25-06-2025
microsoft,C++,11-07-2025
microsoft,C++,26-04-2025
microsoft,C++,09-07-2025
microsoft,C,17-06-2025
microsoft,PowerShell,01-04-2024
microsoft,PowerShell,07-09-2023
microsoft,C#,11-07-2025
microsoft,C#,12-04-2025
microsoft,Python,11-03-2025
microsoft,Python,10-07-2025
microsoft,TypeScript,23-06-2025
microsoft,TypeScript,25-03-2025
microsoft,Java,04-04-2025
microsoft,Circom,30-06-2025
